,Model,col,MSE,MAE,Accuracy,W_precision,W_recall,W_F1score,M_precision,M_recall,M_F1score
17,SVC,ac,0.07384131971720345,0.07384131971720345,0.9261586802827966,0.9114091826832854,0.9261586802827966,0.913874926908788,0.7656896091770041,0.6322296904821176,0.6711570593149541
18,SVC,pr,0.6381475667189953,0.33987441130298274,0.8092621664050236,0.8070157361322634,0.8092621664050236,0.8010394939610189,0.8134922453735532,0.6725178244629569,0.7197448943644251
19,SVC,ui,0.14992150706436422,0.14992150706436422,0.8500784929356358,0.84903296657648,0.8500784929356358,0.8463377254820936,0.8461398662401861,0.8131149562286795,0.8256353960131761
20,SVC,s,0.05577376276512176,0.05577376276512176,0.9442262372348782,0.9431184597353607,0.9442262372348782,0.9435450028171402,0.8983541780503106,0.879353125963614,0.8884888757835931
21,SVC,c,0.34642576590730556,0.22388059701492538,0.8373919874312648,0.8350473483723937,0.8373919874312648,0.8352713251379488,0.8166960971112459,0.7922579070709442,0.8033235083688252
22,SVC,i,0.3346456692913386,0.23543307086614174,0.8141732283464567,0.8161251372461951,0.8141732283464567,0.814525290303364,0.8060389379893126,0.8033928727007842,0.8040014332902824
23,SVC,a,0.19167321288295366,0.16025137470542028,0.8554595443833464,0.8642759076905091,0.8554595443833464,0.8458608116111331,0.9119323910612477,0.5952252045263081,0.6158230368169245
24,RF,av,0.2077104642014162,0.14948859166011014,0.8772619984264359,0.8561632236280239,0.8772619984264359,0.8650625769213799,0.6739363030407807,0.5553339640236704,0.5967483440203255
25,RF,ac,0.07384131971720345,0.07384131971720345,0.9261586802827966,0.9114091826832854,0.9261586802827966,0.913874926908788,0.7656896091770041,0.6322296904821176,0.6711570593149541
26,RF,pr,0.6381475667189953,0.33987441130298274,0.8092621664050236,0.8070157361322634,0.8092621664050236,0.8010394939610189,0.8134922453735532,0.6725178244629569,0.7197448943644251
27,RF,ui,0.14992150706436422,0.14992150706436422,0.8500784929356358,0.84903296657648,0.8500784929356358,0.8463377254820936,0.8461398662401861,0.8131149562286795,0.8256353960131761
28,RF,s,0.05577376276512176,0.05577376276512176,0.9442262372348782,0.9431184597353607,0.9442262372348782,0.9435450028171402,0.8983541780503106,0.879353125963614,0.8884888757835931
29,RF,c,0.34642576590730556,0.22388059701492538,0.8373919874312648,0.8350473483723937,0.8373919874312648,0.8352713251379488,0.8166960971112459,0.7922579070709442,0.8033235083688252
30,RF,i,0.3535433070866142,0.24488188976377953,0.8094488188976378,0.816890542661872,0.8094488188976378,0.8108269412492713,0.7924161089180162,0.8159106169258453,0.8017651887243543
31,RF,a,0.19167321288295366,0.16025137470542028,0.8554595443833464,0.8642759076905091,0.8554595443833464,0.8458608116111331,0.9119323910612477,0.5952252045263081,0.6158230368169245
32,XGB,av,0.1959087332808812,0.14555468135326516,0.8772619984264359,0.8552413851414638,0.8772619984264359,0.865397010787047,0.5708902831402831,0.5553339640236704,0.5623410223316408
33,XGB,ac,0.07384131971720345,0.07384131971720345,0.9261586802827966,0.9114091826832854,0.9261586802827966,0.913874926908788,0.7656896091770041,0.6322296904821176,0.6711570593149541
34,XGB,pr,0.6381475667189953,0.33987441130298274,0.8092621664050236,0.8070157361322634,0.8092621664050236,0.8010394939610189,0.8134922453735532,0.6725178244629569,0.7197448943644251
35,XGB,ui,0.14992150706436422,0.14992150706436422,0.8500784929356358,0.84903296657648,0.8500784929356358,0.8463377254820936,0.8461398662401861,0.8131149562286795,0.8256353960131761
36,XGB,s,0.05577376276512176,0.05577376276512176,0.9442262372348782,0.9431184597353607,0.9442262372348782,0.9435450028171402,0.8983541780503106,0.879353125963614,0.8884888757835931
37,XGB,c,0.34642576590730556,0.22388059701492538,0.8373919874312648,0.8350473483723937,0.8373919874312648,0.8352713251379488,0.8166960971112459,0.7922579070709442,0.8033235083688252
38,XGB,i,0.3346456692913386,0.23543307086614174,0.8141732283464567,0.8161251372461951,0.8141732283464567,0.814525290303364,0.8060389379893126,0.8033928727007842,0.8040014332902824
39,XGB,a,0.19167321288295366,0.16025137470542028,0.8554595443833464,0.8642759076905091,0.8554595443833464,0.8458608116111331,0.9119323910612477,0.5952252045263081,0.6158230368169245
40,GNB,av,0.22344610542879623,0.16365066876475218,0.8623131392604249,0.8438742901208018,0.8623131392604249,0.852621910806351,0.5258912094972693,0.5876322792136539,0.5502329503676002
41,GNB,ac,0.07384131971720345,0.07384131971720345,0.9261586802827966,0.9114091826832854,0.9261586802827966,0.913874926908788,0.7656896091770041,0.6322296904821176,0.6711570593149541
42,GNB,pr,0.6350078492935636,0.33830455259026687,0.8100470957613815,0.8092418596933769,0.8100470957613815,0.8046323640844932,0.8090035817662485,0.6817069533205941,0.7238825986535776
43,GNB,ui,0.14992150706436422,0.14992150706436422,0.8500784929356358,0.84903296657648,0.8500784929356358,0.8463377254820936,0.8461398662401861,0.8131149562286795,0.8256353960131761
44,GNB,s,0.05577376276512176,0.05577376276512176,0.9442262372348782,0.9431184597353607,0.9442262372348782,0.9435450028171402,0.8983541780503106,0.879353125963614,0.8884888757835931
45,GNB,c,0.34642576590730556,0.22388059701492538,0.8373919874312648,0.8350473483723937,0.8373919874312648,0.8352713251379488,0.8166960971112459,0.7922579070709442,0.8033235083688252
46,GNB,i,0.3346456692913386,0.23543307086614174,0.8141732283464567,0.8161251372461951,0.8141732283464567,0.814525290303364,0.8060389379893126,0.8033928727007842,0.8040014332902824
47,GNB,a,0.21366849960722703,0.17124901806755696,0.8499607227022781,0.8504282796823074,0.8499607227022781,0.845342526566932,0.6776192997814579,0.6263481220128619,0.6440069980580524
