,Models_0,Model_1,col,MSE,MAE,Accuracy,W_precision,W_recall,W_F1score,M_precision,M_recall,M_F1score
25,", KNN, DT, SVC, RF, XGB, GNB",RF,ac,0.07384131971720345,0.07384131971720345,0.9261586802827966,0.9114091826832854,0.9261586802827966,0.913874926908788,0.7656896091770041,0.6322296904821176,0.6711570593149541
26,", KNN, DT, SVC, RF, XGB, GNB",RF,pr,0.6381475667189953,0.33987441130298274,0.8092621664050236,0.8070157361322634,0.8092621664050236,0.8010394939610189,0.8134922453735532,0.6725178244629569,0.7197448943644251
27,", KNN, DT, SVC, RF, XGB, GNB",RF,ui,0.14992150706436422,0.14992150706436422,0.8500784929356358,0.84903296657648,0.8500784929356358,0.8463377254820936,0.8461398662401861,0.8131149562286795,0.8256353960131761
28,", KNN, DT, SVC, RF, XGB, GNB",RF,s,0.05577376276512176,0.05577376276512176,0.9442262372348782,0.9431184597353607,0.9442262372348782,0.9435450028171402,0.8983541780503106,0.879353125963614,0.8884888757835931
29,", KNN, DT, SVC, RF, XGB, GNB",RF,c,0.3424980361351139,0.2199528672427337,0.8413197172034564,0.8397094785251783,0.8413197172034564,0.840235555659642,0.8173106047892874,0.8034134199109125,0.8100379443440064
30,", KNN, DT, SVC, RF, XGB, GNB",RF,i,0.3346456692913386,0.23543307086614174,0.8141732283464567,0.8161251372461951,0.8141732283464567,0.814525290303364,0.8060389379893126,0.8033928727007842,0.8040014332902824
31,", KNN, DT, SVC, RF, XGB, GNB",RF,a,0.19167321288295366,0.16025137470542028,0.8554595443833464,0.8642759076905091,0.8554595443833464,0.8458608116111331,0.9119323910612477,0.5952252045263081,0.6158230368169245
32,", KNN, DT, SVC, RF, XGB, GNB",XGB,av,0.1959087332808812,0.14083398898505115,0.8827694728560189,0.8829691178476711,0.8827694728560189,0.875472277504141,0.9276065031213727,0.6085499834734912,0.6864614103145646
33,", KNN, DT, SVC, RF, XGB, GNB",XGB,ac,0.07384131971720345,0.07384131971720345,0.9261586802827966,0.9114091826832854,0.9261586802827966,0.913874926908788,0.7656896091770041,0.6322296904821176,0.6711570593149541
34,", KNN, DT, SVC, RF, XGB, GNB",XGB,pr,0.6381475667189953,0.33987441130298274,0.8092621664050236,0.8070157361322634,0.8092621664050236,0.8010394939610189,0.8134922453735532,0.6725178244629569,0.7197448943644251
35,", KNN, DT, SVC, RF, XGB, GNB",XGB,ui,0.14992150706436422,0.14992150706436422,0.8500784929356358,0.84903296657648,0.8500784929356358,0.8463377254820936,0.8461398662401861,0.8131149562286795,0.8256353960131761
36,", KNN, DT, SVC, RF, XGB, GNB",XGB,s,0.05577376276512176,0.05577376276512176,0.9442262372348782,0.9431184597353607,0.9442262372348782,0.9435450028171402,0.8983541780503106,0.879353125963614,0.8884888757835931
37,", KNN, DT, SVC, RF, XGB, GNB",XGB,c,0.34642576590730556,0.22388059701492538,0.8373919874312648,0.8350473483723937,0.8373919874312648,0.8352713251379488,0.8166960971112459,0.7922579070709442,0.8033235083688252
38,", KNN, DT, SVC, RF, XGB, GNB",XGB,i,0.3346456692913386,0.23543307086614174,0.8141732283464567,0.8161251372461951,0.8141732283464567,0.814525290303364,0.8060389379893126,0.8033928727007842,0.8040014332902824
39,", KNN, DT, SVC, RF, XGB, GNB",XGB,a,0.19167321288295366,0.16025137470542028,0.8554595443833464,0.8642759076905091,0.8554595443833464,0.8458608116111331,0.9119323910612477,0.5952252045263081,0.6158230368169245
40,", KNN, DT, SVC, RF, XGB, GNB",GNB,av,0.26435877261998425,0.17938630999213218,0.8607395751376868,0.8568798797530759,0.8607395751376868,0.858125865852505,0.5529604044893162,0.5491707407521155,0.5502671299319344
41,", KNN, DT, SVC, RF, XGB, GNB",GNB,ac,0.07384131971720345,0.07384131971720345,0.9261586802827966,0.9114091826832854,0.9261586802827966,0.913874926908788,0.7656896091770041,0.6322296904821176,0.6711570593149541
42,", KNN, DT, SVC, RF, XGB, GNB",GNB,pr,0.6381475667189953,0.33987441130298274,0.8092621664050236,0.8070157361322634,0.8092621664050236,0.8010394939610189,0.8134922453735532,0.6725178244629569,0.7197448943644251
43,", KNN, DT, SVC, RF, XGB, GNB",GNB,ui,0.14992150706436422,0.14992150706436422,0.8500784929356358,0.84903296657648,0.8500784929356358,0.8463377254820936,0.8461398662401861,0.8131149562286795,0.8256353960131761
44,", KNN, DT, SVC, RF, XGB, GNB",GNB,s,0.05577376276512176,0.05577376276512176,0.9442262372348782,0.9431184597353607,0.9442262372348782,0.9435450028171402,0.8983541780503106,0.879353125963614,0.8884888757835931
45,", KNN, DT, SVC, RF, XGB, GNB",GNB,c,0.34642576590730556,0.22388059701492538,0.8373919874312648,0.8350473483723937,0.8373919874312648,0.8352713251379488,0.8166960971112459,0.7922579070709442,0.8033235083688252
46,", KNN, DT, SVC, RF, XGB, GNB",GNB,i,0.3543307086614173,0.2409448818897638,0.815748031496063,0.8242018676038291,0.815748031496063,0.8117884930411475,0.8284201518946475,0.785118761025657,0.7990723846586856
47,", KNN, DT, SVC, RF, XGB, GNB",GNB,a,0.2152395915161037,0.17282010997643363,0.8483896307934015,0.8466638153841131,0.8483896307934015,0.8428174939245148,0.6448614784857074,0.6025385982033381,0.615867081707422
