,Model,col,MSE,MAE,Accuracy,W_precision,W_recall,W_F1score,M_precision,M_recall,M_F1score
0,GradientBoostingClassifier,av,0.216600790513834,0.16600790513833993,0.8561264822134388,0.8408405286570412,0.8561264822134388,0.843995525474064,0.6270978316507118,0.5095073480995811,0.551226978421055
1,GradientBoostingClassifier,ac,0.05817610062893082,0.05817610062893082,0.9418238993710691,0.9333621973080546,0.9418238993710691,0.927999875459244,0.8563607085346217,0.6248166948674563,0.6764026402640264
2,GradientBoostingClassifier,pr,0.5875883739198743,0.32050274941084056,0.8130400628436764,0.8064663324976293,0.8130400628436764,0.798735926582073,0.7844532917224738,0.618938221221503,0.6609453100945428
3,GradientBoostingClassifier,ui,0.11556603773584906,0.11556603773584906,0.8844339622641509,0.8867050112355408,0.8844339622641509,0.8813808672895924,0.892004125502117,0.8524832214765101,0.8671330907416527
4,GradientBoostingClassifier,s,0.05354330708661417,0.05354330708661417,0.9464566929133859,0.9453057870699166,0.9464566929133859,0.9440397628653373,0.9329047766065364,0.8610804546959496,0.8919549203298903
5,GradientBoostingClassifier,c,0.3757861635220126,0.2358490566037736,0.8341194968553459,0.8379223053390754,0.8341194968553459,0.8284073861555873,0.8474723384712134,0.768632521974307,0.798962343914173
6,GradientBoostingClassifier,i,0.303078137332281,0.21625887924230466,0.8271507498026835,0.8294846091879189,0.8271507498026835,0.8275694711380611,0.815339795540018,0.8099471769491599,0.8116572972890747
7,GradientBoostingClassifier,a,0.15644654088050314,0.13286163522012578,0.8789308176100629,0.863150626616771,0.8789308176100629,0.8709617854760042,0.5837236433949631,0.5950658583964573,0.5893349005779215
