,Estimator,col,MSE,MAE,Accuracy,W_precision,W_recall,W_F1score,M_precision,M_recall,M_F1score
0,KNN,av,0.2126482213438735,0.15256916996047432,0.8735177865612648,0.8690014689902809,0.8735177865612648,0.8707105414570833,0.6210743156146905,0.5875893396332844,0.5988501540385908
1,KNN,ac,0.05817610062893082,0.05817610062893082,0.9418238993710691,0.9333621973080546,0.9418238993710691,0.927999875459244,0.8563607085346217,0.6248166948674563,0.6764026402640264
2,KNN,pr,0.5695208169677927,0.3102906520031422,0.819324430479183,0.8123081499876377,0.819324430479183,0.8076545718752896,0.7772223241403209,0.6510923867154518,0.6935424647310103
3,KNN,ui,0.11949685534591195,0.11949685534591195,0.8805031446540881,0.8815329925748302,0.8805031446540881,0.8777678978316531,0.8842363433667781,0.8504779336994102,0.8634078520138695
4,KNN,s,0.05354330708661417,0.05354330708661417,0.9464566929133859,0.9453057870699166,0.9464566929133859,0.9440397628653373,0.9329047766065364,0.8610804546959496,0.8919549203298903
5,KNN,c,0.37264150943396224,0.23113207547169812,0.839622641509434,0.8444634288536055,0.839622641509434,0.8344031334131877,0.8569182486091341,0.7764184952978056,0.8075476801649905
6,KNN,i,0.31570639305445936,0.20836621941594316,0.8453038674033149,0.8445616640016288,0.8453038674033149,0.8446908326215946,0.8340773285270804,0.8227429154692603,0.8281294394856203
7,KNN,a,0.1580188679245283,0.12971698113207547,0.8844339622641509,0.8698108955935323,0.8844339622641509,0.8770613491909534,0.5888499738181694,0.5988390881746092,0.5938024305973837
8,DT,av,0.22608695652173913,0.15810276679841898,0.8719367588932806,0.8686424582572078,0.8719367588932806,0.8699178958087223,0.6138701488385033,0.609507550871884,0.6091859937164285
9,DT,ac,0.05817610062893082,0.05817610062893082,0.9418238993710691,0.9333621973080546,0.9418238993710691,0.927999875459244,0.8563607085346217,0.6248166948674563,0.6764026402640264
10,DT,pr,0.5695208169677927,0.3087195600942655,0.821681068342498,0.81672888752104,0.821681068342498,0.8101459076670465,0.7972701849991185,0.6563596491228071,0.7026118180267656
11,DT,ui,0.12028301886792453,0.12028301886792453,0.8797169811320755,0.8802521642226389,0.8797169811320755,0.8771913883455604,0.8817618598064668,0.8508968883465527,0.8629425215798484
12,DT,s,0.05354330708661417,0.05354330708661417,0.9464566929133859,0.9453057870699166,0.9464566929133859,0.9440397628653373,0.9329047766065364,0.8610804546959496,0.8919549203298903
13,DT,c,0.375,0.23349056603773585,0.8372641509433962,0.8418632846346209,0.8372641509433962,0.8320594120430052,0.8536864466042098,0.774273464871842,0.8050162508933124
