,Model,col,MSE,MAE,Accuracy,W_precision,W_recall,W_F1score,M_precision,M_recall,M_F1score
0,GradientBoostingClassifier,av,0.18646734854445318,0.13611329661683713,0.8859166011014948,0.8806318848259808,0.8859166011014948,0.8797850016417521,0.8365441098492707,0.6010027953601156,0.674918335579259
1,GradientBoostingClassifier,ac,0.06284367635506677,0.06284367635506677,0.9371563236449332,0.9253777828586863,0.9371563236449332,0.9275641115364047,0.779082952411325,0.6479477787170095,0.6892848425677325
2,GradientBoostingClassifier,pr,0.6789638932496075,0.35714285714285715,0.8037676609105181,0.8008541923331758,0.8037676609105181,0.7975125311814125,0.80506779594522,0.6882514045774714,0.731231653509924
3,GradientBoostingClassifier,ui,0.13736263736263737,0.13736263736263737,0.8626373626373627,0.8614395449838487,0.8626373626373627,0.8608481082755961,0.8564619471792467,0.8383360302049623,0.845977416468914
4,GradientBoostingClassifier,s,0.05420267085624509,0.05420267085624509,0.9457973291437549,0.9455122529929761,0.9457973291437549,0.9456462146090602,0.9055540791921339,0.9010564490696942,0.9032837733829704
5,GradientBoostingClassifier,c,0.3511390416339356,0.22230950510604872,0.8421052631578947,0.8416810701594002,0.8421052631578947,0.8403350765122991,0.8306508622757912,0.8061508403375672,0.8165002793468599
6,GradientBoostingClassifier,i,0.37086614173228344,0.26535433070866143,0.7874015748031497,0.7942202215360304,0.7874015748031497,0.789098665761459,0.7693307205231547,0.7832145899665738,0.7747428564167187
7,GradientBoostingClassifier,a,0.20738413197172034,0.16967792615868027,0.8491751767478397,0.8530745211880809,0.8491751767478397,0.8407053331666955,0.7983110876946493,0.592787630774418,0.6136238779385291
