,Estimator,col,MSE,MAE,Accuracy,W_precision,W_recall,W_F1score,M_precision,M_recall,M_F1score
19,SVC,ui,0.13736263736263737,0.13736263736263737,0.8626373626373627,0.8614395449838487,0.8626373626373627,0.8608481082755961,0.8564619471792467,0.8383360302049623,0.845977416468914
20,SVC,s,0.05420267085624509,0.05420267085624509,0.9457973291437549,0.9455122529929761,0.9457973291437549,0.9456462146090602,0.9055540791921339,0.9010564490696942,0.9032837733829704
21,SVC,c,0.3605655930871956,0.22859387274155538,0.8373919874312648,0.8375346788520265,0.8373919874312648,0.8350624443204249,0.8294336896458138,0.798622293608329,0.8110815083549058
22,SVC,i,0.37086614173228344,0.26535433070866143,0.7874015748031497,0.7942202215360304,0.7874015748031497,0.789098665761459,0.7693307205231547,0.7832145899665738,0.7747428564167187
23,SVC,a,0.20738413197172034,0.16967792615868027,0.8491751767478397,0.8530745211880809,0.8491751767478397,0.8407053331666955,0.7983110876946493,0.592787630774418,0.6136238779385291
24,RF,av,0.18646734854445318,0.13611329661683713,0.8859166011014948,0.8806318848259808,0.8859166011014948,0.8797850016417521,0.8365441098492707,0.6010027953601156,0.674918335579259
25,RF,ac,0.06284367635506677,0.06284367635506677,0.9371563236449332,0.9253777828586863,0.9371563236449332,0.9275641115364047,0.779082952411325,0.6479477787170095,0.6892848425677325
26,RF,pr,0.6789638932496075,0.35714285714285715,0.8037676609105181,0.8008541923331758,0.8037676609105181,0.7975125311814125,0.80506779594522,0.6882514045774714,0.731231653509924
27,RF,ui,0.13736263736263737,0.13736263736263737,0.8626373626373627,0.8614395449838487,0.8626373626373627,0.8608481082755961,0.8564619471792467,0.8383360302049623,0.845977416468914
28,RF,s,0.05420267085624509,0.05420267085624509,0.9457973291437549,0.9455122529929761,0.9457973291437549,0.9456462146090602,0.9055540791921339,0.9010564490696942,0.9032837733829704
29,RF,c,0.3605655930871956,0.22859387274155538,0.8373919874312648,0.8375346788520265,0.8373919874312648,0.8350624443204249,0.8294336896458138,0.798622293608329,0.8110815083549058
30,RF,i,0.37086614173228344,0.26535433070866143,0.7874015748031497,0.7942202215360304,0.7874015748031497,0.789098665761459,0.7693307205231547,0.7832145899665738,0.7747428564167187
31,RF,a,0.20738413197172034,0.16967792615868027,0.8491751767478397,0.8530745211880809,0.8491751767478397,0.8407053331666955,0.7983110876946493,0.592787630774418,0.6136238779385291
32,XGB,av,0.18646734854445318,0.13611329661683713,0.8859166011014948,0.8806318848259808,0.8859166011014948,0.8797850016417521,0.8365441098492707,0.6010027953601156,0.674918335579259
33,XGB,ac,0.06284367635506677,0.06284367635506677,0.9371563236449332,0.9253777828586863,0.9371563236449332,0.9275641115364047,0.779082952411325,0.6479477787170095,0.6892848425677325
34,XGB,pr,0.6789638932496075,0.35714285714285715,0.8037676609105181,0.8008541923331758,0.8037676609105181,0.7975125311814125,0.80506779594522,0.6882514045774714,0.731231653509924
35,XGB,ui,0.13736263736263737,0.13736263736263737,0.8626373626373627,0.8614395449838487,0.8626373626373627,0.8608481082755961,0.8564619471792467,0.8383360302049623,0.845977416468914
36,XGB,s,0.05420267085624509,0.05420267085624509,0.9457973291437549,0.9455122529929761,0.9457973291437549,0.9456462146090602,0.9055540791921339,0.9010564490696942,0.9032837733829704
37,XGB,c,0.3605655930871956,0.22859387274155538,0.8373919874312648,0.8375346788520265,0.8373919874312648,0.8350624443204249,0.8294336896458138,0.798622293608329,0.8110815083549058
38,XGB,i,0.37086614173228344,0.26535433070866143,0.7874015748031497,0.7942202215360304,0.7874015748031497,0.789098665761459,0.7693307205231547,0.7832145899665738,0.7747428564167187
39,XGB,a,0.20738413197172034,0.16967792615868027,0.8491751767478397,0.8530745211880809,0.8491751767478397,0.8407053331666955,0.7983110876946493,0.592787630774418,0.6136238779385291
40,GNB,av,0.2887490165224233,0.17702596380802518,0.8646734854445318,0.857798938826065,0.8646734854445318,0.8596562136188961,0.47697360223293833,0.6395766949765462,0.5069762299517675
41,GNB,ac,0.06284367635506677,0.06284367635506677,0.9371563236449332,0.9253777828586863,0.9371563236449332,0.9275641115364047,0.779082952411325,0.6479477787170095,0.6892848425677325
42,GNB,pr,0.7401883830455259,0.4010989010989011,0.7684458398744113,0.7182879790946639,0.7684458398744113,0.7423662228444977,0.48733681017145586,0.5155189869592154,0.5008980715660862
43,GNB,ui,0.16326530612244897,0.16326530612244897,0.8367346938775511,0.8463938013483294,0.8367346938775511,0.8390044897265873,0.8205901856763925,0.8389886731391586,0.8268772947617368
44,GNB,s,0.05420267085624509,0.05420267085624509,0.9457973291437549,0.9455122529929761,0.9457973291437549,0.9456462146090602,0.9055540791921339,0.9010564490696942,0.9032837733829704
45,GNB,c,0.39984289080911234,0.25058915946582877,0.8240377062058131,0.8370677757305924,0.8240377062058131,0.8183574322219286,0.8398763422613053,0.7716271160678662,0.7895314305533007
46,GNB,i,0.4267716535433071,0.29448818897637796,0.7716535433070866,0.7764500482336545,0.7716535433070866,0.7730596681229192,0.7511868598021781,0.7680427656269199,0.7583923267797705
47,GNB,a,0.23880597014925373,0.18538884524744698,0.8413197172034564,0.8462259372663389,0.8413197172034564,0.8389343124209914,0.6499262599619956,0.6252222800379964,0.6338315066463356
