,Model,col,MSE,MAE,Accuracy,W_precision,W_recall,W_F1score,M_precision,M_recall,M_F1score
0,GradientBoostingClassifier,av,0.35968379446640314,0.19209486166007905,0.8703557312252964,0.8823849433815415,0.8703557312252964,0.8747378855369535,0.5624316909210684,0.6261558053038674,0.5414821736096544
1,GradientBoostingClassifier,ac,0.06210691823899371,0.06210691823899371,0.9378930817610063,0.9319718604483938,0.9378930817610063,0.9235707415140857,0.8847788428224969,0.6395927601809954,0.6952683626527252
2,GradientBoostingClassifier,pr,0.5868028279654359,0.31657501963864887,0.8185388845247447,0.8158218203280346,0.8185388845247447,0.8095092742892099,0.8068041927757558,0.6975046947307462,0.7380506349335466
3,GradientBoostingClassifier,ui,0.12578616352201258,0.12578616352201258,0.8742138364779874,0.8735661666785013,0.8742138364779874,0.8737767207359834,0.8653777699278562,0.860333309215445,0.8627239369738829
4,GradientBoostingClassifier,s,0.05275590551181102,0.05275590551181102,0.947244094488189,0.9458560713390443,0.947244094488189,0.9454996062636234,0.9267371718330827,0.873736962190352,0.8974417693675234
5,GradientBoostingClassifier,c,0.41352201257861637,0.2468553459119497,0.8364779874213837,0.8371418250969753,0.8364779874213837,0.8348693655490096,0.8194969059604071,0.7873642794127745,0.800528592225544
6,GradientBoostingClassifier,i,0.2857142857142857,0.19731649565903708,0.8468823993685872,0.8476089500632479,0.8468823993685872,0.8461953897133024,0.842859820089955,0.8354047446542774,0.8381580622488781
7,GradientBoostingClassifier,a,0.1580188679245283,0.13443396226415094,0.8773584905660378,0.8750639942941155,0.8773584905660378,0.8717400352073468,0.833635520323832,0.6310371309375293,0.6577730348281473
