,Models_0,Model_1,col,MSE,MAE,Accuracy,W_precision,W_recall,W_F1score,M_precision,M_recall,M_F1score
10,", KNN, DT, SVC, RF, XGB, GNB",DT,pr,0.6789638932496075,0.35714285714285715,0.8037676609105181,0.8008541923331758,0.8037676609105181,0.7975125311814125,0.80506779594522,0.6882514045774714,0.731231653509924
11,", KNN, DT, SVC, RF, XGB, GNB",DT,ui,0.13736263736263737,0.13736263736263737,0.8626373626373627,0.8614395449838487,0.8626373626373627,0.8608481082755961,0.8564619471792467,0.8383360302049623,0.845977416468914
12,", KNN, DT, SVC, RF, XGB, GNB",DT,s,0.05420267085624509,0.05420267085624509,0.9457973291437549,0.9455122529929761,0.9457973291437549,0.9456462146090602,0.9055540791921339,0.9010564490696942,0.9032837733829704
13,", KNN, DT, SVC, RF, XGB, GNB",DT,c,0.3440691280439906,0.21681068342498036,0.8468185388845247,0.8460845822858728,0.8468185388845247,0.845706640261505,0.8317163075317597,0.8150378503882959,0.822475389283975
14,", KNN, DT, SVC, RF, XGB, GNB",DT,i,0.37086614173228344,0.26535433070866143,0.7874015748031497,0.7942202215360304,0.7874015748031497,0.789098665761459,0.7693307205231547,0.7832145899665738,0.7747428564167187
15,", KNN, DT, SVC, RF, XGB, GNB",DT,a,0.20738413197172034,0.16967792615868027,0.8491751767478397,0.8530745211880809,0.8491751767478397,0.8407053331666955,0.7983110876946493,0.592787630774418,0.6136238779385291
16,", KNN, DT, SVC, RF, XGB, GNB",SVC,av,0.18646734854445318,0.13611329661683713,0.8859166011014948,0.8806318848259808,0.8859166011014948,0.8797850016417521,0.8365441098492707,0.6010027953601156,0.674918335579259
17,", KNN, DT, SVC, RF, XGB, GNB",SVC,ac,0.06284367635506677,0.06284367635506677,0.9371563236449332,0.9253777828586863,0.9371563236449332,0.9275641115364047,0.779082952411325,0.6479477787170095,0.6892848425677325
18,", KNN, DT, SVC, RF, XGB, GNB",SVC,pr,0.6789638932496075,0.35714285714285715,0.8037676609105181,0.8008541923331758,0.8037676609105181,0.7975125311814125,0.80506779594522,0.6882514045774714,0.731231653509924
19,", KNN, DT, SVC, RF, XGB, GNB",SVC,ui,0.13736263736263737,0.13736263736263737,0.8626373626373627,0.8614395449838487,0.8626373626373627,0.8608481082755961,0.8564619471792467,0.8383360302049623,0.845977416468914
20,", KNN, DT, SVC, RF, XGB, GNB",SVC,s,0.05420267085624509,0.05420267085624509,0.9457973291437549,0.9455122529929761,0.9457973291437549,0.9456462146090602,0.9055540791921339,0.9010564490696942,0.9032837733829704
21,", KNN, DT, SVC, RF, XGB, GNB",SVC,c,0.3511390416339356,0.22230950510604872,0.8421052631578947,0.8416810701594002,0.8421052631578947,0.8403350765122991,0.8306508622757912,0.8061508403375672,0.8165002793468599
22,", KNN, DT, SVC, RF, XGB, GNB",SVC,i,0.37086614173228344,0.26535433070866143,0.7874015748031497,0.7942202215360304,0.7874015748031497,0.789098665761459,0.7693307205231547,0.7832145899665738,0.7747428564167187
23,", KNN, DT, SVC, RF, XGB, GNB",SVC,a,0.20738413197172034,0.16967792615868027,0.8491751767478397,0.8530745211880809,0.8491751767478397,0.8407053331666955,0.7983110876946493,0.592787630774418,0.6136238779385291
24,", KNN, DT, SVC, RF, XGB, GNB",RF,av,0.18646734854445318,0.13611329661683713,0.8859166011014948,0.8806318848259808,0.8859166011014948,0.8797850016417521,0.8365441098492707,0.6010027953601156,0.674918335579259
25,", KNN, DT, SVC, RF, XGB, GNB",RF,ac,0.06284367635506677,0.06284367635506677,0.9371563236449332,0.9253777828586863,0.9371563236449332,0.9275641115364047,0.779082952411325,0.6479477787170095,0.6892848425677325
26,", KNN, DT, SVC, RF, XGB, GNB",RF,pr,0.6789638932496075,0.35714285714285715,0.8037676609105181,0.8008541923331758,0.8037676609105181,0.7975125311814125,0.80506779594522,0.6882514045774714,0.731231653509924
27,", KNN, DT, SVC, RF, XGB, GNB",RF,ui,0.13736263736263737,0.13736263736263737,0.8626373626373627,0.8614395449838487,0.8626373626373627,0.8608481082755961,0.8564619471792467,0.8383360302049623,0.845977416468914
28,", KNN, DT, SVC, RF, XGB, GNB",RF,s,0.05420267085624509,0.05420267085624509,0.9457973291437549,0.9455122529929761,0.9457973291437549,0.9456462146090602,0.9055540791921339,0.9010564490696942,0.9032837733829704
29,", KNN, DT, SVC, RF, XGB, GNB",RF,c,0.3440691280439906,0.21681068342498036,0.8468185388845247,0.8460845822858728,0.8468185388845247,0.845706640261505,0.8317163075317597,0.8150378503882959,0.822475389283975
30,", KNN, DT, SVC, RF, XGB, GNB",RF,i,0.37086614173228344,0.26535433070866143,0.7874015748031497,0.7942202215360304,0.7874015748031497,0.789098665761459,0.7693307205231547,0.7832145899665738,0.7747428564167187
31,", KNN, DT, SVC, RF, XGB, GNB",RF,a,0.20738413197172034,0.16967792615868027,0.8491751767478397,0.8530745211880809,0.8491751767478397,0.8407053331666955,0.7983110876946493,0.592787630774418,0.6136238779385291
32,", KNN, DT, SVC, RF, XGB, GNB",XGB,av,0.18646734854445318,0.13611329661683713,0.8859166011014948,0.8806318848259808,0.8859166011014948,0.8797850016417521,0.8365441098492707,0.6010027953601156,0.674918335579259
33,", KNN, DT, SVC, RF, XGB, GNB",XGB,ac,0.06284367635506677,0.06284367635506677,0.9371563236449332,0.9253777828586863,0.9371563236449332,0.9275641115364047,0.779082952411325,0.6479477787170095,0.6892848425677325
34,", KNN, DT, SVC, RF, XGB, GNB",XGB,pr,0.6789638932496075,0.35714285714285715,0.8037676609105181,0.8008541923331758,0.8037676609105181,0.7975125311814125,0.80506779594522,0.6882514045774714,0.731231653509924
35,", KNN, DT, SVC, RF, XGB, GNB",XGB,ui,0.13736263736263737,0.13736263736263737,0.8626373626373627,0.8614395449838487,0.8626373626373627,0.8608481082755961,0.8564619471792467,0.8383360302049623,0.845977416468914
36,", KNN, DT, SVC, RF, XGB, GNB",XGB,s,0.05420267085624509,0.05420267085624509,0.9457973291437549,0.9455122529929761,0.9457973291437549,0.9456462146090602,0.9055540791921339,0.9010564490696942,0.9032837733829704
37,", KNN, DT, SVC, RF, XGB, GNB",XGB,c,0.3534956794972506,0.22309505106048705,0.8421052631578947,0.8416191202701283,0.8421052631578947,0.840520779489574,0.8301876908315804,0.8075093036590576,0.8172147468974096
38,", KNN, DT, SVC, RF, XGB, GNB",XGB,i,0.3921259842519685,0.2677165354330709,0.794488188976378,0.8005801463753909,0.794488188976378,0.7911707423235843,0.7902951011741469,0.7699634820675315,0.7739363839929613
39,", KNN, DT, SVC, RF, XGB, GNB",XGB,a,0.20738413197172034,0.16967792615868027,0.8491751767478397,0.8530745211880809,0.8491751767478397,0.8407053331666955,0.7983110876946493,0.592787630774418,0.6136238779385291
40,", KNN, DT, SVC, RF, XGB, GNB",GNB,av,0.23760818253343824,0.16679779701022818,0.8670338316286389,0.8651609831447696,0.8670338316286389,0.8649275880599264,0.5074209411851399,0.5553413716859876,0.5204723456651827
41,", KNN, DT, SVC, RF, XGB, GNB",GNB,ac,0.06284367635506677,0.06284367635506677,0.9371563236449332,0.9253777828586863,0.9371563236449332,0.9275641115364047,0.779082952411325,0.6479477787170095,0.6892848425677325
42,", KNN, DT, SVC, RF, XGB, GNB",GNB,pr,0.6789638932496075,0.35714285714285715,0.8037676609105181,0.8008541923331758,0.8037676609105181,0.7975125311814125,0.80506779594522,0.6882514045774714,0.731231653509924
43,", KNN, DT, SVC, RF, XGB, GNB",GNB,ui,0.13736263736263737,0.13736263736263737,0.8626373626373627,0.8614395449838487,0.8626373626373627,0.8608481082755961,0.8564619471792467,0.8383360302049623,0.845977416468914
44,", KNN, DT, SVC, RF, XGB, GNB",GNB,s,0.05420267085624509,0.05420267085624509,0.9457973291437549,0.9455122529929761,0.9457973291437549,0.9456462146090602,0.9055540791921339,0.9010564490696942,0.9032837733829704
45,", KNN, DT, SVC, RF, XGB, GNB",GNB,c,0.3605655930871956,0.22859387274155538,0.8373919874312648,0.8375346788520265,0.8373919874312648,0.8350624443204249,0.8294336896458138,0.798622293608329,0.8110815083549058
46,", KNN, DT, SVC, RF, XGB, GNB",GNB,i,0.37086614173228344,0.26535433070866143,0.7874015748031497,0.7942202215360304,0.7874015748031497,0.789098665761459,0.7693307205231547,0.7832145899665738,0.7747428564167187
47,", KNN, DT, SVC, RF, XGB, GNB",GNB,a,0.23880597014925373,0.18538884524744698,0.8413197172034564,0.8462259372663389,0.8413197172034564,0.8389343124209914,0.6499262599619956,0.6252222800379964,0.6338315066463356
