,Model,col,MSE,MAE,Accuracy,W_precision,W_recall,W_F1score,M_precision,M_recall,M_F1score
0,GradientBoostingClassifier,av,0.21951219512195122,0.16443745082612116,0.8591660110149488,0.855613867451407,0.8591660110149488,0.8448659604784144,0.6767975570383563,0.4298657580195187,0.46358210293015223
1,GradientBoostingClassifier,ac,0.07462686567164178,0.07462686567164178,0.9253731343283582,0.9110816860149049,0.9253731343283582,0.913160586331234,0.7732341709187767,0.6376574348029943,0.6775694331503468
2,GradientBoostingClassifier,pr,0.7040816326530612,0.37598116169544743,0.7880690737833596,0.792867654241666,0.7880690737833596,0.7796808115774592,0.8248221686200221,0.6472359510359734,0.6950899588541147
3,GradientBoostingClassifier,ui,0.13971742543171115,0.13971742543171115,0.8602825745682888,0.8595025992571643,0.8602825745682888,0.8598101202232523,0.8465680086810169,0.8419113630901662,0.844140384446204
4,GradientBoostingClassifier,s,0.062058130400628436,0.062058130400628436,0.9379418695993715,0.9366852447290731,0.9379418695993715,0.9371025508178374,0.9023793857699216,0.8811794038122994,0.8912757453460803
5,GradientBoostingClassifier,c,0.3723487824037706,0.2356637863315004,0.8326787117046347,0.8311250911381687,0.8326787117046347,0.8314765812493419,0.8114221685696011,0.7959486612360823,0.8031923033801197
6,GradientBoostingClassifier,i,0.36299212598425196,0.2511811023622047,0.8047244094488188,0.8178704420316447,0.8047244094488188,0.7995352720074564,0.8071468761405138,0.7768313141691919,0.7802330207758416
7,GradientBoostingClassifier,a,0.18303220738413198,0.15475255302435192,0.8593872741555381,0.8590522308488344,0.8593872741555381,0.8520062566263834,0.8002580244620826,0.6020734409623298,0.6235058357400104
